Name_Console,Name,Platform,Publisher,Genre,Release_Year,Release_Month,First_Week,Total_Sales,Critic_Score,User_Score
Bleach: Heat the Soul 5 (PSP),Bleach: Heat the Soul 5,PSP,Sony Computer Entertainment,Fighting,2008,5,39797.0,39797.0,N/A,N/A
Bleach: Heat the Soul 6 (PSP),Bleach: Heat the Soul 6,PSP,Sony Computer Entertainment,Fighting,2009,5,42089.0,42089.0,N/A,N/A
Bleach: Heat the Soul 7 (PSP),Bleach: Heat the Soul 7,PSP,Sony Computer Entertainment,Fighting,2010,9,25057.0,25057.0,N/A,N/A
Bleach: The Blade of Fate (DS),Bleach: The Blade of Fate,DS,Sega,Fighting,2006,1,36222.0,44998.0,8.2,N/A
Blood of Bahamut (DS),Blood of Bahamut,DS,Square Enix,Role-Playing,2009,8,32198.0,32198.0,N/A,N/A
Bloodborne (PS4),Bloodborne,PS4,Sony Computer Entertainment,Action,2015,3,768004.0,1249537.0,8.2,N/A
Blue Dragon (X360),Blue Dragon,X360,Microsoft Game Studios,Role-Playing,2006,12,83086.0,83086.0,7.7,N/A
Blue Reflection: Maboroshi ni Mau - Shoujo no Ken (PS4),Blue Reflection: Maboroshi ni Mau - Shoujo no Ken,PS4,Tecmo Koei,Role-Playing,2017,4,32218.0,32218.0,N/A,N/A
Blur (PS3),Blur,PS3,Activision,Racing,2010,5,33920.0,33920.0,8.3,N/A
Blur (X360),Blur,X360,Activision,Racing,2010,5,53665.0,53665.0,8.3,N/A
Boku no Natsuyasumi 3: Hokkoku Hen: Chiisana Boku no Dai Sougen​ (PS3),Boku no Natsuyasumi 3: Hokkoku Hen: Chiisana Boku no Dai Sougen​,PS3,Sony Computer Entertainment,Adventure,2007,7,28494.0,28494.0,,
"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu (PSP)","Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu",PSP,Sony Computer Entertainment,Adventure,2009,7,54413.0,54413.0,N/A,N/A
Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!! (PSP),Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,PSP,Sony Computer Entertainment,Adventure,2006,7,26128.0,41817.0,N/A,N/A
Bomberman (DS),Bomberman,DS,Hudson Soft,Puzzle,2005,5,7508.0,31810.0,N/A,N/A
Boogie (Wii),Boogie,Wii,Electronic Arts,Misc,2007,8,24805.0,24805.0,N/A,N/A
Boom Blox (Wii),Boom Blox,Wii,Electronic Arts,Puzzle,2008,5,50279.0,173635.0,8.6,N/A
Borderlands (PS3),Borderlands,PS3,Take-Two Interactive,Shooter,2009,10,104771.0,167306.0,N/A,N/A
Borderlands (X360),Borderlands,X360,Take-Two Interactive,Shooter,2009,10,325181.0,810488.0,8.3,N/A
Borderlands 2 (PC),Borderlands 2,PC,Take-Two Interactive,Shooter,2012,9,212181.0,267579.0,N/A,N/A
Borderlands 2 (PS3),Borderlands 2,PS3,Take-Two Interactive,Shooter,2012,9,549753.0,930085.0,N/A,N/A
Borderlands 2 (PSV),Borderlands 2,PSV,Take-Two Interactive,Shooter,2014,5,48711.0,90495.0,N/A,N/A
Borderlands 2 (X360),Borderlands 2,X360,Take-Two Interactive,Shooter,2012,9,1001053.0,1653886.0,N/A,N/A
Borderlands: The Handsome Collection (PS4),Borderlands: The Handsome Collection,PS4,Take-Two Interactive,Shooter,2015,3,101950.0,201069.0,N/A,N/A
Borderlands: The Handsome Collection (XOne),Borderlands: The Handsome Collection,XOne,Take-Two Interactive,Shooter,2015,3,60761.0,60761.0,N/A,N/A
Borderlands: The Pre-Sequel (PS3),Borderlands: The Pre-Sequel,PS3,Take-Two Interactive,Shooter,2014,10,118365.0,198449.0,N/A,N/A
Borderlands: The Pre-Sequel (X360),Borderlands: The Pre-Sequel,X360,Take-Two Interactive,Shooter,2014,10,183922.0,284387.0,N/A,N/A
Bound By Flame (PS4),Bound By Flame,PS4,Focus Home Interactive,Action,2014,5,28383.0,56505.0,N/A,N/A
Brain Age 2: More Training in Minutes a Day (DS),Brain Age 2: More Training in Minutes a Day,DS,Nintendo,Misc,2005,12,427331.0,1193406.0,8.0,N/A
Brain Age: Train Your Brain in Minutes a Day (DS),Brain Age: Train Your Brain in Minutes a Day,DS,Nintendo,Misc,2005,5,46590.0,221905.0,8.1,N/A
Bravely Default: Flying Fairy (3DS),Bravely Default: Flying Fairy,3DS,Square Enix,Role-Playing,2012,10,143139.0,183679.0,8.2,N/A
Bravely Second (3DS),Bravely Second,3DS,Square Enix,Role-Playing,2015,4,99306.0,121217.0,7.4,N/A
Bravo Team VR (PS4),Bravo Team VR,PS4,Sony Interactive Entertainment,Shooter,2018,3,76692.0,76692.0,,
Brink (PC),Brink,PC,Bethesda Softworks,Shooter,2011,5,31698.0,31698.0,7.0,N/A
Brink (PS3),Brink,PS3,Bethesda Softworks,Shooter,2011,5,147647.0,195820.0,7.1,N/A
Brink (X360),Brink,X360,Bethesda Softworks,Shooter,2011,5,375283.0,600369.0,6.8,N/A
Brothers in Arms: Hell's Highway (PS3),Brothers in Arms: Hell's Highway,PS3,Ubisoft,Shooter,2008,9,82250.0,149469.0,6.0,N/A
Brothers in Arms: Hell's Highway (X360),Brothers in Arms: Hell's Highway,X360,Ubisoft,Shooter,2008,9,131266.0,261577.0,7.6,N/A
Brutal Legend (PS3),Brutal Legend,PS3,Electronic Arts,Action,2009,10,106522.0,106522.0,7.9,N/A
Brutal Legend (X360),Brutal Legend,X360,Electronic Arts,Action,2009,10,156189.0,222020.0,8.5,N/A
Bullet Girls (PSV),Bullet Girls,PSV,D3Publisher,Action,2014,8,30657.0,30657.0,N/A,N/A
Bulletstorm (PS3),Bulletstorm,PS3,Electronic Arts,Shooter,2011,2,72857.0,72857.0,8.4,N/A
Bulletstorm (X360),Bulletstorm,X360,Electronic Arts,Shooter,2011,2,359121.0,612402.0,8.5,N/A
Bully: Scholarship Edition (X360),Bully: Scholarship Edition,X360,Take-Two Interactive,Action,2008,3,110011.0,168389.0,8.1,N/A
Burnout Legends (PSP),Burnout Legends,PSP,Electronic Arts,Racing,2005,9,25695.0,79533.0,8.4,N/A
Burnout Paradise (PS3),Burnout Paradise,PS3,Electronic Arts,Racing,2008,1,113965.0,338834.0,9.0,N/A
Burnout Paradise (X360),Burnout Paradise,X360,Electronic Arts,Racing,2008,1,131852.0,309451.0,8.9,N/A
Burnout Paradise Remastered (PS4),Burnout Paradise Remastered,PS4,Electronic Arts,Racing,2018,3,80578.0,116383.0,8.0,N/A
Burnout Paradise Remastered (XOne),Burnout Paradise Remastered,XOne,Electronic Arts,Racing,2018,3,22226.0,22226.0,8.0,N/A
Burnout Revenge (X360),Burnout Revenge,X360,Electronic Arts,Racing,2006,3,32581.0,68175.0,8.8,N/A
Busou Shinki: Battle Masters Mk. 2 (PSP),Busou Shinki: Battle Masters Mk. 2,PSP,Konami Digital Entertainment,Action,2011,9,33369.0,33369.0,N/A,N/A
Bust-A-Move Bash! (Wii),Bust-A-Move Bash!,Wii,505 Games,Puzzle,2007,4,19866.0,19866.0,N/A,N/A
Caligula (PSV),Caligula,PSV,FuRyu,Role-Playing,2016,6,30146.0,30146.0,N/A,N/A
Caligula Overdose (PS4),Caligula Overdose,PS4,FuRyu Corporation,Role-Playing,2018,5,19321.0,19321.0,N/A,N/A
Call of Duty 2 (X360),Call of Duty 2,X360,Activision,Shooter,2005,11,91084.0,548192.0,9.5,9.0
Call of Duty 4: Modern Warfare (PC),Call of Duty 4: Modern Warfare,PC,Activision,Shooter,2007,11,75630.0,75630.0,9.3,N/A
Call of Duty 4: Modern Warfare (PS3),Call of Duty 4: Modern Warfare,PS3,Activision,Shooter,2007,11,420703.0,1335701.0,9.5,9.6
Call of Duty 4: Modern Warfare (X360),Call of Duty 4: Modern Warfare,X360,Activision,Shooter,2007,11,999154.0,2942372.0,9.6,9.0
Call of Duty Black Ops: Declassified (PSV),Call of Duty Black Ops: Declassified,PSV,Activision,Action,2012,11,135780.0,135780.0,N/A,N/A
Call of Duty: Advanced Warfare (PC),Call of Duty: Advanced Warfare,PC,Activision,Shooter,2014,11,95550.0,95550.0,8.6,N/A
Call of Duty: Advanced Warfare (PS3),Call of Duty: Advanced Warfare,PS3,Activision,Shooter,2014,11,1236552.0,2825128.0,9.1,N/A
Call of Duty: Advanced Warfare (PS4),Call of Duty: Advanced Warfare,PS4,Activision,Shooter,2014,11,2596026.0,4428105.0,8.5,N/A
Call of Duty: Advanced Warfare (X360),Call of Duty: Advanced Warfare,X360,Activision,Shooter,2014,11,1172920.0,2743884.0,9.1,N/A
Call of Duty: Advanced Warfare (XOne),Call of Duty: Advanced Warfare,XOne,Activision,Shooter,2014,11,1727455.0,3050633.0,8.3,N/A
Call of Duty: Black Ops (PC),Call of Duty: Black Ops,PC,Activision,Shooter,2010,11,465828.0,590828.0,8.5,N/A
Call of Duty: Black Ops (PS3),Call of Duty: Black Ops,PS3,Activision,Shooter,2010,11,4315143.0,7503073.0,N/A,N/A
Call of Duty: Black Ops (Wii),Call of Duty: Black Ops,Wii,Activision,Shooter,2010,11,89722.0,89722.0,7.5,N/A
Call of Duty: Black Ops (X360),Call of Duty: Black Ops,X360,Activision,Shooter,2010,11,5618948.0,9167865.0,8.8,N/A
Call of Duty: Black Ops 3 (PS3),Call of Duty: Black Ops 3,PS3,Activision,Shooter,2015,11,372013.0,1191488.0,N/A,N/A
Call of Duty: Black Ops 3 (PS4),Call of Duty: Black Ops 3,PS4,Activision,Shooter,2015,11,3606666.0,8251970.0,N/A,N/A
Call of Duty: Black Ops 3 (X360),Call of Duty: Black Ops 3,X360,Activision,Shooter,2015,11,294654.0,1121117.0,N/A,N/A
Call of Duty: Black Ops 3 (XOne),Call of Duty: Black Ops 3,XOne,Activision,Shooter,2015,11,1923949.0,4458014.0,N/A,N/A
Call of Duty: Black Ops II (PC),Call of Duty: Black Ops II,PC,Activision,Shooter,2012,11,398543.0,398543.0,N/A,N/A
Call of Duty: Black Ops II (PS3),Call of Duty: Black Ops II,PS3,Activision,Shooter,2012,11,5646888.0,9610657.0,N/A,N/A
Call of Duty: Black Ops II (X360),Call of Duty: Black Ops II,X360,Activision,Shooter,2012,11,6122643.0,10201854.0,N/A,N/A
Call of Duty: Ghosts (PC),Call of Duty: Ghosts,PC,Activision,Shooter,2013,11,193674.0,193674.0,8.8,N/A
Call of Duty: Ghosts (PS3),Call of Duty: Ghosts,PS3,Activision,Shooter,2013,11,3256444.0,6252787.0,7.5,N/A
Call of Duty: Ghosts (PS4),Call of Duty: Ghosts,PS4,Activision,Shooter,2013,11,478352.0,1343619.0,7.5,N/A
Call of Duty: Ghosts (X360),Call of Duty: Ghosts,X360,Activision,Shooter,2013,11,3649750.0,6600560.0,6.9,N/A
Call of Duty: Ghosts (XOne),Call of Duty: Ghosts,XOne,Activision,Shooter,2013,11,515043.0,1302911.0,7.5,N/A
Call of Duty: Infinite Warfare (PC),Call of Duty: Infinite Warfare,PC,Activision,Shooter,2016,11,66651.0,66651.0,N/A,N/A
Call of Duty: Infinite Warfare (PS4),Call of Duty: Infinite Warfare,PS4,Activision,Shooter,2016,11,2054439.0,4645382.0,N/A,N/A
Call of Duty: Infinite Warfare (XOne),Call of Duty: Infinite Warfare,XOne,Activision,Shooter,2016,11,1150631.0,2675615.0,N/A,N/A
Call of Duty: Modern Warfare 2 (PC),Call of Duty: Modern Warfare 2,PC,Activision,Shooter,2009,11,151501.0,151501.0,9.0,N/A
Call of Duty: Modern Warfare 2 (PS3),Call of Duty: Modern Warfare 2,PS3,Activision,Shooter,2009,11,3209375.0,5517728.0,9.5,N/A
Call of Duty: Modern Warfare 2 (X360),Call of Duty: Modern Warfare 2,X360,Activision,Shooter,2009,11,4814524.0,7792074.0,9.5,9.0
Call of Duty: Modern Warfare 3 (PC),Call of Duty: Modern Warfare 3,PC,Activision,Shooter,2011,11,473615.0,620534.0,8.0,N/A
Call of Duty: Modern Warfare 3 (PS3),Call of Duty: Modern Warfare 3,PS3,Activision,Shooter,2011,11,5091237.0,8721198.0,8.8,N/A
Call of Duty: Modern Warfare 3 (X360),Call of Duty: Modern Warfare 3,X360,Activision,Shooter,2011,11,6667933.0,10326489.0,8.7,N/A
Call of Duty: Modern Warfare Remastered (PS4),Call of Duty: Modern Warfare Remastered,PS4,Activision,Shooter,2017,7,41368.0,75798.0,N/A,N/A
Call of Duty: Modern Warfare: Reflex Edition (Wii),Call of Duty: Modern Warfare: Reflex Edition,Wii,Activision,Shooter,2009,11,60018.0,60018.0,7.2,8.9
Call of Duty: WWII (PC),Call of Duty: WWII,PC,Activision,Shooter,2017,11,67719.0,67719.0,N/A,N/A
Call of Duty: WWII (PS4),Call of Duty: WWII,PS4,Activision,Shooter,2017,11,3758830.0,9017426.0,8.0,N/A
Call of Duty: WWII (XOne),Call of Duty: WWII,XOne,Activision,Shooter,2017,11,1600476.0,4148064.0,N/A,N/A
Call of Duty: World at War (PS3),Call of Duty: World at War,PS3,Activision,Shooter,2008,11,751418.0,2127182.0,8.4,N/A
Call of Duty: World at War (X360),Call of Duty: World at War,X360,Activision,Shooter,2008,11,1282228.0,3625523.0,8.5,7.8
Call of Juarez (X360),Call of Juarez,X360,Ubisoft,Shooter,2007,6,45279.0,45279.0,7.6,N/A
Call of Juarez: Bound in Blood (PS3),Call of Juarez: Bound in Blood,PS3,Ubisoft,Shooter,2009,7,73104.0,178725.0,7.7,N/A
Call of Juarez: Bound in Blood (X360),Call of Juarez: Bound in Blood,X360,Ubisoft,Shooter,2009,7,73706.0,119233.0,7.6,N/A
Call of Juarez: The Cartel (PS3),Call of Juarez: The Cartel,PS3,Ubisoft,Shooter,2011,7,30538.0,30538.0,5.4,N/A
Call of Juarez: The Cartel (X360),Call of Juarez: The Cartel,X360,Ubisoft,Shooter,2011,7,40945.0,40945.0,5.2,N/A
Captain Toad: Treasure Tracker (3DS),Captain Toad: Treasure Tracker,3DS,Nintendo,Puzzle,2018,7,26923.0,26923.0,9.0,N/A
Captain Toad: Treasure Tracker (NS),Captain Toad: Treasure Tracker,NS,Nintendo,Puzzle,2018,7,172877.0,377125.0,9.0,N/A
Card Fight!! Vanguard G: Stride to Victory!! (3DS),Card Fight!! Vanguard G: Stride to Victory!!,3DS,FuRyu,Misc,2016,1,20899.0,20899.0,N/A,N/A
Cardfight!! Vanguard: Lock On Victory!! (3DS),Cardfight!! Vanguard: Lock On Victory!!,3DS,FuRyu,Misc,2014,6,32404.0,32404.0,N/A,N/A
Cardfight!! Vanguard: Ride to Victory (3DS),Cardfight!! Vanguard: Ride to Victory,3DS,FuRyu,Misc,2013,4,44685.0,44685.0,N/A,N/A
Cars (DS),Cars,DS,THQ,Racing,2006,6,25591.0,114052.0,6.5,N/A
Cars (PSP),Cars,PSP,THQ,Racing,2006,6,18806.0,85518.0,7.4,N/A
Cars 2 (DS),Cars 2,DS,Disney Interactive Studios,Platform,2011,6,33686.0,33686.0,6.5,N/A
Castlevania: Dawn of Sorrow (DS),Castlevania: Dawn of Sorrow,DS,Konami Digital Entertainment,Platform,2005,8,15679.0,15679.0,8.9,N/A
Castlevania: Lords of Shadow (PS3),Castlevania: Lords of Shadow,PS3,Konami Digital Entertainment,Action,2010,10,81616.0,123612.0,8.1,N/A
Castlevania: Lords of Shadow (X360),Castlevania: Lords of Shadow,X360,Konami Digital Entertainment,Action,2010,10,64799.0,64799.0,7.9,N/A
Castlevania: Lords of Shadow - Mirror of Fate (3DS),Castlevania: Lords of Shadow - Mirror of Fate,3DS,Konami Digital Entertainment,Action,2013,3,28536.0,28536.0,N/A,N/A
Castlevania: Lords of Shadow 2 (PS3),Castlevania: Lords of Shadow 2,PS3,Konami Digital Entertainment,Action,2014,3,61277.0,61277.0,N/A,N/A
Castlevania: Lords of Shadow 2 (X360),Castlevania: Lords of Shadow 2,X360,Konami Digital Entertainment,Action,2014,3,31838.0,31838.0,N/A,N/A
Castlevania: Order of Ecclesia (DS),Castlevania: Order of Ecclesia,DS,Konami Digital Entertainment,Platform,2008,10,61721.0,61721.0,8.2,9.2
Catherine (PS3),Catherine,PS3,Atlus,Adventure,2011,2,138988.0,138988.0,7.9,N/A
Cave Story+ (NS),Cave Story+,NS,Nicalis,Platform,2017,6,29224.0,29224.0,N/A,N/A
Chibi-Robo! Zip Lash (3DS),Chibi-Robo! Zip Lash,3DS,Nintendo,Platform,2015,10,43644.0,43644.0,N/A,N/A
Chikyuu Boueigun 2 Portable (PSP),Chikyuu Boueigun 2 Portable,PSP,D3Publisher ,Action,2011,4,63939.0,63939.0,N/A,N/A
Child of Eden (X360),Child of Eden,X360,Ubisoft,Shooter,2011,6,31997.0,73875.0,8.3,N/A
Child of Light (PS4),Child of Light,PS4,Unknown,Role-Playing,2014,5,22112.0,22112.0,N/A,N/A
Children of Mana (DS),Children of Mana,DS,Nintendo,Role-Playing,2006,3,106313.0,199998.0,7.0,N/A
Chou Jigen Game Neptune Mk-II (PS3),Chou Jigen Game Neptune Mk-II,PS3,Compile Heart,Role-Playing,2011,8,33249.0,33249.0,N/A,N/A
Chou Megami Shinkou Noire Gekishin Black Heart (PSV),Chou Megami Shinkou Noire Gekishin Black Heart,PSV,Compile Heart,Role-Playing,2014,5,27535.0,27535.0,N/A,N/A
Choujikuu Yousai Macross: Do You Remember Love (PS3),Choujikuu Yousai Macross: Do You Remember Love,PS3,Namco Bandai Games,Shooter,2012,7,24669.0,24669.0,N/A,N/A
Chousoku Henkei Gyrozetter: Albatross no Tsubasa (3DS),Chousoku Henkei Gyrozetter: Albatross no Tsubasa,3DS,Square Enix,Role-Playing,2013,6,18272.0,18272.0,N/A,N/A
Chrono Trigger (DS),Chrono Trigger,DS,Square Enix,Role-Playing,2008,11,267670.0,417246.0,9.2,N/A
Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta (PSV),Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta,PSV,Gust,Misc,2012,4,27952.0,27952.0,N/A,N/A
Cities: Skylines (PS4),Cities: Skylines,PS4,Koch Media,Simulation,2017,8,17600.0,17600.0,N/A,N/A
City Shrouded in Shadow (PS4),City Shrouded in Shadow,PS4,Namco Bandai Games,Action-Adventure,2017,10,47752.0,47752.0,N/A,N/A
Clive Barker's Jericho (X360),Clive Barker's Jericho,X360,Codemasters,Shooter,2007,10,53835.0,53835.0,5.8,N/A
Clubhouse Games (DS),Clubhouse Games,DS,Nintendo,Misc,2006,10,30184.0,691882.0,8.3,N/A
Code Name: S.T.E.A.M. (3DS),Code Name: S.T.E.A.M.,3DS,Nintendo,Strategy,2015,3,22258.0,22258.0,N/A,N/A
College Hoops 2K6 (X360),College Hoops 2K6,X360,Take-Two Interactive,Sports,2006,3,33140.0,42540.0,6.5,N/A
Command & Conquer 3: Tiberium Wars (X360),Command & Conquer 3: Tiberium Wars,X360,Electronic Arts,Strategy,2007,5,77918.0,142667.0,7.6,N/A
Company of Heroes 2 (PC),Company of Heroes 2,PC,Unknown,Action,2013,6,37611.0,37611.0,N/A,N/A
Conan Exiles (PS4),Conan Exiles,PS4,Maximum Games,Action-Adventure,2018,5,44664.0,56291.0,N/A,N/A
Conan Exiles (XOne),Conan Exiles,XOne,Maximum Games,Action-Adventure,2018,5,15642.0,15642.0,N/A,N/A
Conception II: Shichisei no Michibiki to Mazuru no Akumu (PSV),Conception II: Shichisei no Michibiki to Mazuru no Akumu,PSV,Spike,Role-Playing,2013,8,19263.0,19263.0,,
Conception: Please Give Birth to My Child! (PSP),Conception: Please Give Birth to My Child!,PSP,Spike,Role-Playing,2012,4,28934.0,28934.0,N/A,N/A
Corpse Party: Back to School Edition (3DS),Corpse Party: Back to School Edition,3DS,Xseed Games,Adventure,2016,10,44259.0,44259.0,N/A,N/A
Corpse Party: Blood Drive (PSV),Corpse Party: Blood Drive,PSV,5pb,Adventure,2014,7,13812.0,13812.0,N/A,N/A
Crackdown (X360),Crackdown,X360,Microsoft Game Studios,Shooter,2007,2,450255.0,870065.0,8.4,7.0
Crackdown 2 (X360),Crackdown 2,X360,Microsoft Game Studios,Shooter,2010,7,295818.0,527885.0,7.5,N/A
Crash Bandicoot N. Sane Trilogy (NS),Crash Bandicoot N. Sane Trilogy,NS,Activision,Platform,2018,6,138741.0,328135.0,N/A,N/A
Crash Bandicoot N. Sane Trilogy (PS4),Crash Bandicoot N. Sane Trilogy,PS4,Activision,Platform,2017,7,1034702.0,1944848.0,N/A,N/A
Crash Bandicoot N.Sane Trilogy (XOne),Crash Bandicoot N.Sane Trilogy,XOne,Activision,Platform,2018,6,86401.0,176221.0,,
Crisis Core: Final Fantasy VII (PSP),Crisis Core: Final Fantasy VII,PSP,Square Enix,Role-Playing,2007,9,489085.0,703808.0,8.1,9.0
Crysis (PC),Crysis,PC,Electronic Arts,Shooter,2007,11,86923.0,86923.0,8.7,N/A
Crysis 2 (PC),Crysis 2,PC,Electronic Arts,Shooter,2011,3,105935.0,105935.0,8.7,N/A
Crysis 2 (PS3),Crysis 2,PS3,Electronic Arts,Shooter,2011,3,229689.0,495579.0,8.8,N/A
Crysis 2 (X360),Crysis 2,X360,Electronic Arts,Shooter,2011,3,354134.0,732267.0,8.7,N/A
Crysis 3 (PC),Crysis 3,PC,Electronic Arts,Shooter,2013,2,89979.0,128571.0,7.5,N/A
Crysis 3 (PS3),Crysis 3,PS3,Electronic Arts,Shooter,2013,2,188354.0,346791.0,8.2,N/A
Crysis 3 (X360),Crysis 3,X360,Electronic Arts,Shooter,2013,2,304744.0,504391.0,7.6,N/A
Culdcept (3DS),Culdcept,3DS,Nintendo,Misc,2012,6,53898.0,53898.0,N/A,N/A
Culdcept DS (DS),Culdcept DS,DS,Sega,Strategy,2008,10,54776.0,54776.0,N/A,N/A
Custom Robo Arena (DS),Custom Robo Arena,DS,Nintendo,Fighting,2006,10,35335.0,56480.0,7.4,N/A
DC Universe Online (PC),DC Universe Online,PC,Sony Online Entertainment,Role-Playing,2011,1,44901.0,44901.0,7.0,N/A
DC Universe Online (PS3),DC Universe Online,PS3,Sony Online Entertainment,Role-Playing,2011,1,149220.0,258715.0,6.5,N/A
DEATH NOTE: Kira Game (DS),DEATH NOTE: Kira Game,DS,Konami Digital Entertainment,Adventure,2007,2,48321.0,48321.0,N/A,N/A
DJ Hero (PS3),DJ Hero,PS3,Activision,Misc,2009,10,59471.0,59471.0,8.5,N/A
DJ Hero (X360),DJ Hero,X360,Activision,Misc,2009,10,86354.0,143967.0,8.4,N/A
DS Bimoji Training (DS),DS Bimoji Training,DS,Nintendo,Misc,2008,3,63869.0,63869.0,N/A,N/A
DS Bungaku Zenshuu (DS),DS Bungaku Zenshuu,DS,Nintendo,Misc,2007,10,36813.0,36813.0,N/A,N/A
DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana (DS),DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana,DS,Tecmo Koei,Adventure,2007,10,53525.0,53525.0,N/A,N/A
Dai-2-Ji Super Robot Taisen OG (PS3),Dai-2-Ji Super Robot Taisen OG,PS3,Namco Bandai Games,Strategy,2012,12,215426.0,215426.0,N/A,N/A
Dai-2-Ji Super Robot Taisen Z Saisei-hen (PSP),Dai-2-Ji Super Robot Taisen Z Saisei-hen,PSP,Namco Bandai Games,Strategy,2012,4,262812.0,297381.0,N/A,N/A
Dai-2-Ji Super Robot Taisen Z: Hakai-hen (PSP),Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,Banpresto,Strategy,2011,4,300289.0,374937.0,N/A,N/A
Daigasso! Band Brothers (DS),Daigasso! Band Brothers,DS,Nintendo,Misc,2004,12,34106.0,120525.0,8.0,N/A
Dairantou Smash Bros. for Nintendo 3DS (3DS),Dairantou Smash Bros. for Nintendo 3DS,3DS,Nintendo,Fighting,2014,9,958317.0,1395931.0,,
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS (DS),Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS,DS,Paon,Misc,2007,4,30280.0,30280.0,N/A,N/A
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable (PSP),Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,PSP,Daito,Misc,2006,3,12722.0,12722.0,N/A,N/A
Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable (PSP),Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable,PSP,Daito,Misc,2006,6,10751.0,10751.0,N/A,N/A
Danball Senki (PSP),Danball Senki,PSP,Level 5,Role-Playing,2011,6,164612.0,226338.0,N/A,N/A
Dance Central (X360),Dance Central,X360,MTV Games,Misc,2010,11,122295.0,535613.0,8.4,N/A
Dance Central 3 (X360),Dance Central 3,X360,Microsoft Game Studios,Misc,2012,10,53469.0,53469.0,N/A,N/A
Dangan-Ronpa 1-2 Reload (PSV),Dangan-Ronpa 1-2 Reload,PSV,Spike,Adventure,2013,10,74768.0,74768.0,,
Danganronpa 2: Goodbye Despair (PSV),Danganronpa 2: Goodbye Despair,PSV,Nippon Ichi Software,Action,2014,9,30666.0,30666.0,N/A,N/A
Dante's Inferno (PS3),Dante's Inferno,PS3,Electronic Arts,Action,2010,2,42382.0,357671.0,7.3,8.3
Dante's Inferno (X360),Dante's Inferno,X360,Electronic Arts,Action,2010,2,35781.0,315541.0,7.0,N/A
Dark Sector (X360),Dark Sector,X360,D3Publisher ,Shooter,2008,3,63468.0,164769.0,7.1,N/A
Dark Souls (PS3),Dark Souls,PS3,Namco Bandai Games,Role-Playing,2011,9,282357.0,710481.0,9.0,N/A
Dark Souls (X360),Dark Souls,X360,Namco Bandai Games,Role-Playing,2011,10,121457.0,161953.0,9.1,N/A
Dark Souls II (PC),Dark Souls II,PC,Namco Bandai Games,Action,2014,4,22747.0,22747.0,N/A,N/A
Dark Souls II (PS3),Dark Souls II,PS3,Namco Bandai Games,Action,2014,3,577776.0,778387.0,N/A,N/A
Dark Souls II (X360),Dark Souls II,X360,Namco Bandai Games,Action,2014,3,231338.0,287880.0,N/A,N/A
Dark Souls II: Scholar of the First Sin (PS4),Dark Souls II: Scholar of the First Sin,PS4,Namco Bandai Games,Role-Playing,2015,4,33442.0,82365.0,N/A,N/A
Dark Souls III (PC),Dark Souls III,PC,Namco Bandai Games,Role-Playing,2016,4,23464.0,23464.0,N/A,N/A
Dark Souls III (PS4),Dark Souls III,PS4,Namco Bandai Games,Role-Playing,2016,3,215949.0,1220605.0,N/A,N/A
